fecha_hecho,prediccion_delitos,alcaldia_hecho,delito
2024-09-30,0.5,COYOACAN,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-09-15,0.5000000002401634,MIGUEL HIDALGO,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-07-30,0.5000915527380418,AZCAPOTZALCO,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-09-08,0.5,VENUSTIANO CARRANZA,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-07-05,0.5468750002401137,IZTACALCO,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-09-22,0.53125047683716,ALVARO OBREGON,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-09-21,0.5019531250009095,CUAUHTEMOC,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-07-08,0.5000000000145519,XOCHIMILCO,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-09-23,0.5312576908618354,FUERA DE CDMX,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-03-28,0.5000000002328875,LA MAGDALENA CONTRERAS,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-08-25,0.5,TLAHUAC,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-09-06,0.5,MILPA ALTA,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-08-26,0.6298828125,CUAJIMALPA DE MORELOS,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-09-27,0.6254883110523295,CDMX (INDETERMINADA),HOMICIDIO CULPOSO POR TRANSITO VEHICULAR (COLISION)
2024-09-05,0.500000476837613,TLALPAN,ROBO A CASA HABITACION CON VIOLENCIA
2024-09-26,0.5045166015625,IZTAPALAPA,ROBO A CASA HABITACION CON VIOLENCIA
2024-09-21,0.5001435280139506,GUSTAVO A. MADERO,ROBO A CASA HABITACION CON VIOLENCIA
2024-08-26,0.5000009536743164,BENITO JUAREZ,ROBO A CASA HABITACION CON VIOLENCIA
2024-09-16,0.5000000298059608,COYOACAN,ROBO A CASA HABITACION CON VIOLENCIA
2024-08-16,0.5000001192674972,MIGUEL HIDALGO,ROBO A CASA HABITACION CON VIOLENCIA
2024-09-27,0.515625,AZCAPOTZALCO,ROBO A CASA HABITACION CON VIOLENCIA
2024-09-24,0.5009765625,VENUSTIANO CARRANZA,ROBO A CASA HABITACION CON VIOLENCIA
2024-07-26,0.5000000037252903,IZTACALCO,ROBO A CASA HABITACION CON VIOLENCIA
2024-09-30,0.50390625,ALVARO OBREGON,ROBO A CASA HABITACION CON VIOLENCIA
2024-07-07,0.5003662109375,CUAUHTEMOC,ROBO A CASA HABITACION CON VIOLENCIA
2024-08-30,0.5000000000009095,XOCHIMILCO,ROBO A CASA HABITACION CON VIOLENCIA
2022-08-13,0.5,FUERA DE CDMX,ROBO A CASA HABITACION CON VIOLENCIA
2024-09-15,0.5039067268371582,LA MAGDALENA CONTRERAS,ROBO A CASA HABITACION CON VIOLENCIA
2024-09-14,0.5625381474383246,TLAHUAC,ROBO A CASA HABITACION CON VIOLENCIA
2024-08-31,0.5,MILPA ALTA,ROBO A CASA HABITACION CON VIOLENCIA
2024-09-21,0.5,CUAJIMALPA DE MORELOS,ROBO A CASA HABITACION CON VIOLENCIA
2024-08-24,0.5078158401884565,TLALPAN,ENCUBRIMIENTO
2024-10-01,0.5700875000050744,IZTAPALAPA,ENCUBRIMIENTO
2024-09-29,0.510009811260963,GUSTAVO A. MADERO,ENCUBRIMIENTO
2024-09-26,0.5000000000000018,BENITO JUAREZ,ENCUBRIMIENTO
2024-09-28,0.7500009557699059,COYOACAN,ENCUBRIMIENTO
2024-10-01,0.5005493173375726,MIGUEL HIDALGO,ENCUBRIMIENTO
2024-09-26,0.507813602686042,AZCAPOTZALCO,ENCUBRIMIENTO
2024-10-01,0.5000038594153173,VENUSTIANO CARRANZA,ENCUBRIMIENTO
2024-09-27,0.501953125,IZTACALCO,ENCUBRIMIENTO
2024-09-20,0.5000000076834112,ALVARO OBREGON,ENCUBRIMIENTO
2024-10-01,0.7890626273593011,CUAUHTEMOC,ENCUBRIMIENTO
2024-09-23,0.5000000000000002,XOCHIMILCO,ENCUBRIMIENTO
2024-03-11,0.5,FUERA DE CDMX,ENCUBRIMIENTO
2024-09-20,0.5000000000000144,LA MAGDALENA CONTRERAS,ENCUBRIMIENTO
2024-09-28,0.5000915527634859,TLAHUAC,ENCUBRIMIENTO
2024-09-07,0.5000000001164153,MILPA ALTA,ENCUBRIMIENTO
2024-07-03,0.5,CUAJIMALPA DE MORELOS,ENCUBRIMIENTO
2024-09-29,0.6254883408546874,CDMX (INDETERMINADA),ENCUBRIMIENTO
2024-09-23,0.5019550919823832,TLALPAN,ABUSO DE CONFIANZA
2024-09-25,0.6882715374524101,IZTAPALAPA,ABUSO DE CONFIANZA
2024-09-21,0.8789458918813114,GUSTAVO A. MADERO,ABUSO DE CONFIANZA
2024-09-24,0.6256103938512995,BENITO JUAREZ,ABUSO DE CONFIANZA
2024-09-24,0.5043640811073828,COYOACAN,ABUSO DE CONFIANZA
2024-09-27,0.6104890150403444,MIGUEL HIDALGO,ABUSO DE CONFIANZA
2024-09-22,0.5087890942850386,AZCAPOTZALCO,ABUSO DE CONFIANZA
2024-09-19,0.6301269634135775,VENUSTIANO CARRANZA,ABUSO DE CONFIANZA
2024-09-18,0.50070206847523,IZTACALCO,ABUSO DE CONFIANZA
2024-09-20,0.6582342489313371,ALVARO OBREGON,ABUSO DE CONFIANZA
2024-09-28,0.7696310690539621,CUAUHTEMOC,ABUSO DE CONFIANZA
2024-09-25,0.5157476663589762,XOCHIMILCO,ABUSO DE CONFIANZA
2024-08-28,0.5000002384185791,FUERA DE CDMX,ABUSO DE CONFIANZA
2024-09-18,1.0000957288157242,LA MAGDALENA CONTRERAS,ABUSO DE CONFIANZA
2024-09-29,0.5000000000036382,TLAHUAC,ABUSO DE CONFIANZA
2024-09-15,0.5078125001168701,MILPA ALTA,ABUSO DE CONFIANZA
2024-09-25,1.2500000596047587,CUAJIMALPA DE MORELOS,ABUSO DE CONFIANZA
2024-09-12,0.5000000046566129,CDMX (INDETERMINADA),ABUSO DE CONFIANZA
2024-08-19,0.5005035401554778,TLALPAN,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-09-15,0.5,IZTAPALAPA,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-08-23,0.5000000009313226,GUSTAVO A. MADERO,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-05-05,0.5,BENITO JUAREZ,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-08-29,0.5,COYOACAN,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-06-12,0.5,MIGUEL HIDALGO,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2023-10-06,0.5000000299187377,AZCAPOTZALCO,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-08-07,0.5,VENUSTIANO CARRANZA,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-07-23,0.5000000000002274,IZTACALCO,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-05-10,0.5,ALVARO OBREGON,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2023-12-26,0.5,CUAUHTEMOC,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-06-23,0.5000000000000018,XOCHIMILCO,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-04-18,0.5000000614672899,FUERA DE CDMX,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-04-07,0.5,LA MAGDALENA CONTRERAS,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2023-11-12,0.500000000007276,TLAHUAC,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-07-02,0.5000000000001137,MILPA ALTA,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-02-28,0.5,CUAJIMALPA DE MORELOS,ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2024-03-17,0.5,CDMX (INDETERMINADA),ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA
2018-12-30,0.5375135593474042,TLALPAN,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-12-31,0.6723342558380293,IZTAPALAPA,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2019-01-01,0.8148310488199888,GUSTAVO A. MADERO,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-12-31,2.8005812536428034,BENITO JUAREZ,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-12-30,0.6891637452745318,COYOACAN,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-12-30,1.6295073307686865,MIGUEL HIDALGO,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-12-29,0.5012596389290938,AZCAPOTZALCO,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-12-28,0.5126658917342939,VENUSTIANO CARRANZA,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-12-30,0.5118184378385876,IZTACALCO,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-12-30,0.9522650502984286,ALVARO OBREGON,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-12-31,1.8505984535734328,CUAUHTEMOC,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-12-24,0.50001632072963,XOCHIMILCO,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2017-12-14,0.6721196175349198,FUERA DE CDMX,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-12-23,0.5051631964745414,LA MAGDALENA CONTRERAS,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-12-18,1.0634765629803271,TLAHUAC,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-01-16,0.5000000019790605,MILPA ALTA,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2018-12-19,0.6492313446947584,CUAJIMALPA DE MORELOS,FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO
2024-04-01,0.5,TLALPAN,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2024-09-19,0.7852788870229689,IZTAPALAPA,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2024-09-09,0.5,GUSTAVO A. MADERO,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2024-02-18,0.5,BENITO JUAREZ,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2024-06-21,0.500000000007276,COYOACAN,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2024-07-14,0.5000000093132257,MIGUEL HIDALGO,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2023-10-14,0.5000000000005684,AZCAPOTZALCO,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2024-09-27,0.500030517578125,VENUSTIANO CARRANZA,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2024-09-08,0.5312500000000284,IZTACALCO,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2024-05-04,0.5,ALVARO OBREGON,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2024-10-01,0.7500019371509588,CUAUHTEMOC,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2024-09-25,0.5,XOCHIMILCO,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2024-07-29,0.50048828125,FUERA DE CDMX,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2022-06-22,0.5,LA MAGDALENA CONTRERAS,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2024-09-23,0.78125,TLAHUAC,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2023-04-27,0.5,MILPA ALTA,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2023-10-01,0.5,CUAJIMALPA DE MORELOS,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA
2024-09-27,2.017018259194142,TLALPAN,USURPACION DE IDENTIDAD
2024-09-30,0.9991697420438986,IZTAPALAPA,USURPACION DE IDENTIDAD
2024-09-27,1.0256873349308078,GUSTAVO A. MADERO,USURPACION DE IDENTIDAD
2024-09-29,0.6960872761957941,BENITO JUAREZ,USURPACION DE IDENTIDAD
2024-10-01,1.0673116375466134,COYOACAN,USURPACION DE IDENTIDAD
2024-09-27,0.821908059878347,MIGUEL HIDALGO,USURPACION DE IDENTIDAD
2024-09-27,0.9270784373521945,AZCAPOTZALCO,USURPACION DE IDENTIDAD
2024-09-27,1.0357739079027166,VENUSTIANO CARRANZA,USURPACION DE IDENTIDAD
2024-09-27,0.6738589165713207,IZTACALCO,USURPACION DE IDENTIDAD
2024-09-30,0.5324107496956094,ALVARO OBREGON,USURPACION DE IDENTIDAD
2024-09-29,1.6454342674895757,CUAUHTEMOC,USURPACION DE IDENTIDAD
2024-09-26,0.6734700362001815,XOCHIMILCO,USURPACION DE IDENTIDAD
2024-08-25,0.5009765625000038,FUERA DE CDMX,USURPACION DE IDENTIDAD
2024-09-27,0.5020313356148495,LA MAGDALENA CONTRERAS,USURPACION DE IDENTIDAD
2024-09-29,0.8310852651485237,TLAHUAC,USURPACION DE IDENTIDAD
2024-09-18,0.6093750021328797,MILPA ALTA,USURPACION DE IDENTIDAD
2024-09-18,0.5164344981610085,CUAJIMALPA DE MORELOS,USURPACION DE IDENTIDAD
2024-10-01,0.5313875675201416,CDMX (INDETERMINADA),USURPACION DE IDENTIDAD
2017-03-06,0.5,TLALPAN,HOMICIDIO CULPOSO FUERA DEL D.F (ATROPELLADO)
2022-08-06,0.5,IZTAPALAPA,HOMICIDIO CULPOSO FUERA DEL D.F (ATROPELLADO)
2023-01-17,0.5,GUSTAVO A. MADERO,HOMICIDIO CULPOSO FUERA DEL D.F (ATROPELLADO)
2017-12-12,0.5,BENITO JUAREZ,HOMICIDIO CULPOSO FUERA DEL D.F (ATROPELLADO)
2018-06-14,0.5,MIGUEL HIDALGO,HOMICIDIO CULPOSO FUERA DEL D.F (ATROPELLADO)
2021-03-20,0.5,VENUSTIANO CARRANZA,HOMICIDIO CULPOSO FUERA DEL D.F (ATROPELLADO)
2016-07-15,0.5,CUAUHTEMOC,HOMICIDIO CULPOSO FUERA DEL D.F (ATROPELLADO)
2024-09-06,0.5000001192092896,FUERA DE CDMX,HOMICIDIO CULPOSO FUERA DEL D.F (ATROPELLADO)
2018-06-09,0.5,TLAHUAC,HOMICIDIO CULPOSO FUERA DEL D.F (ATROPELLADO)
2021-03-21,0.5,MILPA ALTA,HOMICIDIO CULPOSO FUERA DEL D.F (ATROPELLADO)
2017-08-06,0.5,CUAJIMALPA DE MORELOS,HOMICIDIO CULPOSO FUERA DEL D.F (ATROPELLADO)
2024-08-15,0.75,TLALPAN,LESIONES CULPOSAS POR CAIDA
2024-09-30,0.5000306369061036,IZTAPALAPA,LESIONES CULPOSAS POR CAIDA
2024-09-26,0.5312805175781321,GUSTAVO A. MADERO,LESIONES CULPOSAS POR CAIDA
2024-09-29,0.500488759964357,BENITO JUAREZ,LESIONES CULPOSAS POR CAIDA
2024-09-16,0.6250000149011612,COYOACAN,LESIONES CULPOSAS POR CAIDA
2024-09-26,0.5000000001164153,MIGUEL HIDALGO,LESIONES CULPOSAS POR CAIDA
2024-09-23,0.5001221299171448,AZCAPOTZALCO,LESIONES CULPOSAS POR CAIDA
2024-08-07,0.5000000000000568,VENUSTIANO CARRANZA,LESIONES CULPOSAS POR CAIDA
2024-09-22,0.5000000000000142,IZTACALCO,LESIONES CULPOSAS POR CAIDA
2024-09-22,0.5625023841858194,ALVARO OBREGON,LESIONES CULPOSAS POR CAIDA
2024-09-25,0.5000000598392953,CUAUHTEMOC,LESIONES CULPOSAS POR CAIDA
2024-09-16,0.5,XOCHIMILCO,LESIONES CULPOSAS POR CAIDA
2024-09-17,0.5,FUERA DE CDMX,LESIONES CULPOSAS POR CAIDA
2024-06-14,0.6875,LA MAGDALENA CONTRERAS,LESIONES CULPOSAS POR CAIDA
2024-09-13,0.5625,TLAHUAC,LESIONES CULPOSAS POR CAIDA
2024-09-26,0.5000000000072764,MILPA ALTA,LESIONES CULPOSAS POR CAIDA
2024-09-17,0.5019531250000573,CUAJIMALPA DE MORELOS,LESIONES CULPOSAS POR CAIDA
2024-09-29,1.1283350037730395,CDMX (INDETERMINADA),LESIONES CULPOSAS POR CAIDA
2024-09-23,0.75,TLALPAN,ROBO DE VEHICULO DE PEDALES
2024-09-27,0.5351565629244093,IZTAPALAPA,ROBO DE VEHICULO DE PEDALES
2024-09-25,0.5000153185265648,GUSTAVO A. MADERO,ROBO DE VEHICULO DE PEDALES
2024-09-30,0.5765442053636057,BENITO JUAREZ,ROBO DE VEHICULO DE PEDALES
2024-10-01,0.6250083273071523,COYOACAN,ROBO DE VEHICULO DE PEDALES
2024-09-26,0.5078217862448399,MIGUEL HIDALGO,ROBO DE VEHICULO DE PEDALES
2024-09-23,0.5040303469294294,AZCAPOTZALCO,ROBO DE VEHICULO DE PEDALES
2024-09-26,0.6250153188780141,VENUSTIANO CARRANZA,ROBO DE VEHICULO DE PEDALES
2024-09-18,0.5000001220070098,IZTACALCO,ROBO DE VEHICULO DE PEDALES
2024-09-10,0.5625000004674803,ALVARO OBREGON,ROBO DE VEHICULO DE PEDALES
2024-09-29,2.5342423240091465,CUAUHTEMOC,ROBO DE VEHICULO DE PEDALES
2024-09-12,0.501007080081763,XOCHIMILCO,ROBO DE VEHICULO DE PEDALES
2024-07-14,0.5,LA MAGDALENA CONTRERAS,ROBO DE VEHICULO DE PEDALES
2024-09-28,0.5001525881389739,TLAHUAC,ROBO DE VEHICULO DE PEDALES
2023-09-04,0.5,MILPA ALTA,ROBO DE VEHICULO DE PEDALES
2024-04-12,0.5,CUAJIMALPA DE MORELOS,ROBO DE VEHICULO DE PEDALES
2024-09-20,0.5,CDMX (INDETERMINADA),ROBO DE VEHICULO DE PEDALES
2024-09-19,1.0041503925613142,TLALPAN,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-30,1.0324927784570432,IZTAPALAPA,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-10-01,0.5544516994599047,GUSTAVO A. MADERO,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-15,0.5000305185424169,BENITO JUAREZ,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-30,0.75000099849445,COYOACAN,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-08-16,0.5156555181025908,MIGUEL HIDALGO,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-29,0.5170898456417501,AZCAPOTZALCO,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-30,0.5009765708992405,VENUSTIANO CARRANZA,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-27,1.5628862467276894,IZTACALCO,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-11,1.0001411437990555,ALVARO OBREGON,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-30,0.5034604371976689,CUAUHTEMOC,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-18,0.501495361331763,XOCHIMILCO,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-08-23,0.500030517578125,FUERA DE CDMX,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-27,0.5625,LA MAGDALENA CONTRERAS,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-22,0.5000000001556515,TLAHUAC,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-30,0.5000000149011612,MILPA ALTA,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-24,0.500000000001819,CUAJIMALPA DE MORELOS,PERDIDA DE LA VIDA POR ENFERMEDAD
2024-09-07,0.5001220703125,TLALPAN,HOMICIDIO POR ARMA BLANCA
2024-09-08,0.508056640625,IZTAPALAPA,HOMICIDIO POR ARMA BLANCA
2024-09-15,0.5,GUSTAVO A. MADERO,HOMICIDIO POR ARMA BLANCA
2024-08-21,0.5000038146972656,BENITO JUAREZ,HOMICIDIO POR ARMA BLANCA
2024-06-24,0.5,COYOACAN,HOMICIDIO POR ARMA BLANCA
2024-09-10,0.5,MIGUEL HIDALGO,HOMICIDIO POR ARMA BLANCA
2024-07-01,0.5,AZCAPOTZALCO,HOMICIDIO POR ARMA BLANCA
2024-09-30,0.5000000027939677,VENUSTIANO CARRANZA,HOMICIDIO POR ARMA BLANCA
2024-03-22,0.5,IZTACALCO,HOMICIDIO POR ARMA BLANCA
2024-05-23,0.5,ALVARO OBREGON,HOMICIDIO POR ARMA BLANCA
2024-09-24,0.5,CUAUHTEMOC,HOMICIDIO POR ARMA BLANCA
2024-09-06,0.5,XOCHIMILCO,HOMICIDIO POR ARMA BLANCA
2024-09-21,0.5000000000001137,FUERA DE CDMX,HOMICIDIO POR ARMA BLANCA
2024-05-18,0.5,LA MAGDALENA CONTRERAS,HOMICIDIO POR ARMA BLANCA
2024-06-18,0.5,TLAHUAC,HOMICIDIO POR ARMA BLANCA
2024-07-28,0.75,MILPA ALTA,HOMICIDIO POR ARMA BLANCA
2024-09-10,0.5000457763671875,CUAJIMALPA DE MORELOS,HOMICIDIO POR ARMA BLANCA
2024-07-27,0.50390625,CDMX (INDETERMINADA),HOMICIDIO POR ARMA BLANCA
2018-12-24,0.505920946605358,TLALPAN,ALLANAMIENTO DE MORADA
2018-12-28,0.5000000000423201,IZTAPALAPA,ALLANAMIENTO DE MORADA
2018-12-27,0.5078277960456934,GUSTAVO A. MADERO,ALLANAMIENTO DE MORADA
2018-12-23,0.752197399737618,BENITO JUAREZ,ALLANAMIENTO DE MORADA
2018-12-20,0.5625000041941348,COYOACAN,ALLANAMIENTO DE MORADA
2018-12-05,0.5332031252405631,MIGUEL HIDALGO,ALLANAMIENTO DE MORADA
2018-12-13,0.5009770393444359,AZCAPOTZALCO,ALLANAMIENTO DE MORADA
2018-12-27,0.500488281257276,VENUSTIANO CARRANZA,ALLANAMIENTO DE MORADA
2018-12-16,0.5000000000583213,IZTACALCO,ALLANAMIENTO DE MORADA
2018-12-31,0.500000955624273,ALVARO OBREGON,ALLANAMIENTO DE MORADA
2018-12-27,0.5645151147619183,CUAUHTEMOC,ALLANAMIENTO DE MORADA
2018-12-16,0.5004882812500568,XOCHIMILCO,ALLANAMIENTO DE MORADA
2018-11-18,0.8750000000582219,LA MAGDALENA CONTRERAS,ALLANAMIENTO DE MORADA
2018-12-15,0.5019531250002274,TLAHUAC,ALLANAMIENTO DE MORADA
2018-11-26,0.5000004805624485,MILPA ALTA,ALLANAMIENTO DE MORADA
2018-12-30,0.5000000000001177,CUAJIMALPA DE MORELOS,ALLANAMIENTO DE MORADA
2024-09-28,1.5246547934871777,TLALPAN,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-09-30,1.5534772143353606,IZTAPALAPA,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-09-27,1.2911770685109967,GUSTAVO A. MADERO,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-10-01,0.8590290791263682,BENITO JUAREZ,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-09-30,0.9680677268656646,COYOACAN,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-09-27,0.8952606448986193,MIGUEL HIDALGO,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-09-28,0.5742699141567894,AZCAPOTZALCO,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-09-28,0.5084309741194015,VENUSTIANO CARRANZA,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-10-01,0.5320549539760578,IZTACALCO,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-09-30,0.8382064733565675,ALVARO OBREGON,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-10-01,0.6787033844852854,CUAUHTEMOC,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-10-01,0.5092851898010728,XOCHIMILCO,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-09-27,0.5,FUERA DE CDMX,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-09-27,0.6251287527035194,LA MAGDALENA CONTRERAS,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-09-27,0.5000152644509798,TLAHUAC,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-08-21,0.533203125,MILPA ALTA,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-09-28,0.8796770629132981,CUAJIMALPA DE MORELOS,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2024-09-23,0.5000000000022737,CDMX (INDETERMINADA),ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO
2021-09-25,0.5,TLALPAN,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA
2022-02-27,0.5058593759313226,IZTAPALAPA,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA
2022-02-07,0.5000000000000002,GUSTAVO A. MADERO,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA
2024-08-25,0.5,BENITO JUAREZ,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA
2022-02-05,0.5000000055879354,COYOACAN,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA
2022-01-07,0.5,MIGUEL HIDALGO,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA
2022-01-23,0.5000000018626469,AZCAPOTZALCO,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA
2021-12-19,0.5000305176072288,VENUSTIANO CARRANZA,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA
2022-01-13,0.5,IZTACALCO,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA
2021-12-30,0.5,ALVARO OBREGON,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA
2024-07-13,0.5,CUAUHTEMOC,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA
2022-09-25,0.5,XOCHIMILCO,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA
2022-07-10,0.5,FUERA DE CDMX,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA
