fecha_hecho,prediccion_delitos,alcaldia_hecho,delito
2024-08-14,0.5,CUAJIMALPA DE MORELOS,ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO SIN VIOLENCIA
2024-09-21,0.5312662469223166,CDMX (INDETERMINADA),ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO SIN VIOLENCIA
2024-09-27,0.5000000000000018,TLALPAN,PERDIDA DE LA VIDA POR INTOXICACION
2024-08-22,0.5000152587890627,IZTAPALAPA,PERDIDA DE LA VIDA POR INTOXICACION
2024-06-30,0.5,GUSTAVO A. MADERO,PERDIDA DE LA VIDA POR INTOXICACION
2024-09-29,0.500000000003638,BENITO JUAREZ,PERDIDA DE LA VIDA POR INTOXICACION
2024-05-21,1.0,COYOACAN,PERDIDA DE LA VIDA POR INTOXICACION
2024-08-30,0.5000000149011612,MIGUEL HIDALGO,PERDIDA DE LA VIDA POR INTOXICACION
2024-06-04,0.5,AZCAPOTZALCO,PERDIDA DE LA VIDA POR INTOXICACION
2024-08-16,0.5,VENUSTIANO CARRANZA,PERDIDA DE LA VIDA POR INTOXICACION
2024-04-26,0.5,IZTACALCO,PERDIDA DE LA VIDA POR INTOXICACION
2024-09-04,0.5,ALVARO OBREGON,PERDIDA DE LA VIDA POR INTOXICACION
2024-02-12,0.5,CUAUHTEMOC,PERDIDA DE LA VIDA POR INTOXICACION
2024-02-11,0.5,XOCHIMILCO,PERDIDA DE LA VIDA POR INTOXICACION
2023-09-30,0.5,FUERA DE CDMX,PERDIDA DE LA VIDA POR INTOXICACION
2024-01-20,0.5000000037252903,LA MAGDALENA CONTRERAS,PERDIDA DE LA VIDA POR INTOXICACION
2024-09-10,0.5,TLAHUAC,PERDIDA DE LA VIDA POR INTOXICACION
2018-08-15,0.5,MILPA ALTA,PERDIDA DE LA VIDA POR INTOXICACION
2024-02-16,0.5,CUAJIMALPA DE MORELOS,PERDIDA DE LA VIDA POR INTOXICACION
2024-04-07,0.5,TLALPAN,LESIONES CULPOSAS ACCIDENTE LABORAL
2024-06-04,0.5,IZTAPALAPA,LESIONES CULPOSAS ACCIDENTE LABORAL
2024-01-25,0.5,GUSTAVO A. MADERO,LESIONES CULPOSAS ACCIDENTE LABORAL
2024-05-14,0.5009765625,BENITO JUAREZ,LESIONES CULPOSAS ACCIDENTE LABORAL
2024-07-12,0.5000000000001137,COYOACAN,LESIONES CULPOSAS ACCIDENTE LABORAL
2024-05-24,0.5,MIGUEL HIDALGO,LESIONES CULPOSAS ACCIDENTE LABORAL
2024-06-25,0.5,AZCAPOTZALCO,LESIONES CULPOSAS ACCIDENTE LABORAL
2024-06-30,0.5,VENUSTIANO CARRANZA,LESIONES CULPOSAS ACCIDENTE LABORAL
2023-12-22,0.625,IZTACALCO,LESIONES CULPOSAS ACCIDENTE LABORAL
2024-09-22,0.5,ALVARO OBREGON,LESIONES CULPOSAS ACCIDENTE LABORAL
2024-08-22,0.5000000149011612,CUAUHTEMOC,LESIONES CULPOSAS ACCIDENTE LABORAL
2023-02-14,0.5,XOCHIMILCO,LESIONES CULPOSAS ACCIDENTE LABORAL
2023-06-27,0.5156250018626451,FUERA DE CDMX,LESIONES CULPOSAS ACCIDENTE LABORAL
2024-03-14,0.5,LA MAGDALENA CONTRERAS,LESIONES CULPOSAS ACCIDENTE LABORAL
2024-03-17,0.5,TLAHUAC,LESIONES CULPOSAS ACCIDENTE LABORAL
2024-02-26,0.5,CUAJIMALPA DE MORELOS,LESIONES CULPOSAS ACCIDENTE LABORAL
2024-09-20,0.6289064887096174,CDMX (INDETERMINADA),LESIONES CULPOSAS ACCIDENTE LABORAL
2024-07-23,0.5000000000000004,TLALPAN,PERDIDA DE LA VIDA POR AHOGAMIENTO
2024-05-01,0.5,IZTAPALAPA,PERDIDA DE LA VIDA POR AHOGAMIENTO
2024-02-20,0.5,GUSTAVO A. MADERO,PERDIDA DE LA VIDA POR AHOGAMIENTO
2023-10-01,0.5,BENITO JUAREZ,PERDIDA DE LA VIDA POR AHOGAMIENTO
2024-07-11,0.5,COYOACAN,PERDIDA DE LA VIDA POR AHOGAMIENTO
2024-07-26,0.5,MIGUEL HIDALGO,PERDIDA DE LA VIDA POR AHOGAMIENTO
2024-09-11,0.5,AZCAPOTZALCO,PERDIDA DE LA VIDA POR AHOGAMIENTO
2023-11-14,0.625,VENUSTIANO CARRANZA,PERDIDA DE LA VIDA POR AHOGAMIENTO
2022-11-11,0.5,IZTACALCO,PERDIDA DE LA VIDA POR AHOGAMIENTO
2024-08-23,0.625,ALVARO OBREGON,PERDIDA DE LA VIDA POR AHOGAMIENTO
2023-05-13,0.5,CUAUHTEMOC,PERDIDA DE LA VIDA POR AHOGAMIENTO
2024-09-23,0.5,XOCHIMILCO,PERDIDA DE LA VIDA POR AHOGAMIENTO
2024-04-08,0.5,FUERA DE CDMX,PERDIDA DE LA VIDA POR AHOGAMIENTO
2024-04-07,0.5,LA MAGDALENA CONTRERAS,PERDIDA DE LA VIDA POR AHOGAMIENTO
2024-08-08,0.5,TLAHUAC,PERDIDA DE LA VIDA POR AHOGAMIENTO
2020-07-21,0.5,MILPA ALTA,PERDIDA DE LA VIDA POR AHOGAMIENTO
2024-04-22,0.5,CUAJIMALPA DE MORELOS,PERDIDA DE LA VIDA POR AHOGAMIENTO
2024-01-30,0.501953125,TLALPAN,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2024-06-27,0.5,IZTAPALAPA,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2023-08-03,0.5000000149011612,GUSTAVO A. MADERO,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2024-07-08,0.500030517578125,BENITO JUAREZ,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2024-08-15,0.5,COYOACAN,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2024-09-20,0.5000000000000568,MIGUEL HIDALGO,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2024-03-05,0.5,AZCAPOTZALCO,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2024-08-25,0.5,VENUSTIANO CARRANZA,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2024-09-18,0.5,IZTACALCO,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2023-11-25,0.5,ALVARO OBREGON,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2024-08-30,0.5,CUAUHTEMOC,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2019-09-09,0.5,XOCHIMILCO,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2024-09-25,0.5,TLAHUAC,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2024-07-04,0.5,CUAJIMALPA DE MORELOS,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA
2018-12-24,0.500000007508902,TLALPAN,CORRUPCION DE MENORES
2018-12-04,0.5629887581017102,IZTAPALAPA,CORRUPCION DE MENORES
2018-12-12,0.5019531250000604,GUSTAVO A. MADERO,CORRUPCION DE MENORES
2018-12-09,0.5,BENITO JUAREZ,CORRUPCION DE MENORES
2018-08-26,0.5019569396972656,COYOACAN,CORRUPCION DE MENORES
2018-07-30,0.5,MIGUEL HIDALGO,CORRUPCION DE MENORES
2018-12-15,0.5000000149011621,AZCAPOTZALCO,CORRUPCION DE MENORES
2018-11-14,0.5,VENUSTIANO CARRANZA,CORRUPCION DE MENORES
2018-11-23,1.0,IZTACALCO,CORRUPCION DE MENORES
2018-11-11,0.5,ALVARO OBREGON,CORRUPCION DE MENORES
2018-12-05,0.5000305175786366,CUAUHTEMOC,CORRUPCION DE MENORES
2018-07-07,0.5039138793945312,XOCHIMILCO,CORRUPCION DE MENORES
2017-10-13,0.5,FUERA DE CDMX,CORRUPCION DE MENORES
2018-12-27,0.5000000001164153,LA MAGDALENA CONTRERAS,CORRUPCION DE MENORES
2018-11-01,0.500000000001819,TLAHUAC,CORRUPCION DE MENORES
2018-06-27,0.5312500000582077,MILPA ALTA,CORRUPCION DE MENORES
2018-03-19,0.5009765629656613,CUAJIMALPA DE MORELOS,CORRUPCION DE MENORES
2018-12-06,0.5,TLALPAN,USURPACION DE FUNCIONES
2018-06-06,0.5,IZTAPALAPA,USURPACION DE FUNCIONES
2018-12-06,0.5002441406252274,GUSTAVO A. MADERO,USURPACION DE FUNCIONES
2018-10-31,0.5156250000582077,BENITO JUAREZ,USURPACION DE FUNCIONES
2018-10-11,0.5,COYOACAN,USURPACION DE FUNCIONES
2018-05-05,0.5,MIGUEL HIDALGO,USURPACION DE FUNCIONES
2018-04-18,0.5,AZCAPOTZALCO,USURPACION DE FUNCIONES
2018-11-13,0.5,VENUSTIANO CARRANZA,USURPACION DE FUNCIONES
2018-07-20,0.5,IZTACALCO,USURPACION DE FUNCIONES
2018-12-07,0.5000000000000009,CUAUHTEMOC,USURPACION DE FUNCIONES
2018-09-01,0.5,XOCHIMILCO,USURPACION DE FUNCIONES
2018-03-22,0.5,TLAHUAC,USURPACION DE FUNCIONES
2021-07-19,0.5,TLALPAN,PERDIDA DE LA VIDA POR DERRUMBE
2024-05-17,0.5,IZTAPALAPA,PERDIDA DE LA VIDA POR DERRUMBE
2023-03-01,0.5,GUSTAVO A. MADERO,PERDIDA DE LA VIDA POR DERRUMBE
2024-07-20,0.5,BENITO JUAREZ,PERDIDA DE LA VIDA POR DERRUMBE
2023-06-03,0.5,COYOACAN,PERDIDA DE LA VIDA POR DERRUMBE
2024-09-30,0.5,MIGUEL HIDALGO,PERDIDA DE LA VIDA POR DERRUMBE
2023-12-03,0.5,AZCAPOTZALCO,PERDIDA DE LA VIDA POR DERRUMBE
2020-03-12,0.5,VENUSTIANO CARRANZA,PERDIDA DE LA VIDA POR DERRUMBE
2023-03-30,0.5,ALVARO OBREGON,PERDIDA DE LA VIDA POR DERRUMBE
2024-09-20,0.5,CUAUHTEMOC,PERDIDA DE LA VIDA POR DERRUMBE
2024-03-17,0.5,XOCHIMILCO,PERDIDA DE LA VIDA POR DERRUMBE
2018-10-11,0.5,CUAJIMALPA DE MORELOS,PERDIDA DE LA VIDA POR DERRUMBE
2019-12-06,0.5390625038417056,TLALPAN,POSESION DE VEHICULO ROBADO
2023-09-03,0.5,IZTAPALAPA,POSESION DE VEHICULO ROBADO
2019-12-21,0.5000305175945563,GUSTAVO A. MADERO,POSESION DE VEHICULO ROBADO
2019-11-21,0.75,BENITO JUAREZ,POSESION DE VEHICULO ROBADO
2019-11-20,0.5,COYOACAN,POSESION DE VEHICULO ROBADO
2019-12-31,0.5,MIGUEL HIDALGO,POSESION DE VEHICULO ROBADO
2019-11-02,0.5,AZCAPOTZALCO,POSESION DE VEHICULO ROBADO
2019-12-31,0.5,VENUSTIANO CARRANZA,POSESION DE VEHICULO ROBADO
2019-12-29,0.5000000074505806,IZTACALCO,POSESION DE VEHICULO ROBADO
2023-11-18,0.5,ALVARO OBREGON,POSESION DE VEHICULO ROBADO
2019-12-16,0.5001220703125,CUAUHTEMOC,POSESION DE VEHICULO ROBADO
2023-04-23,0.5,XOCHIMILCO,POSESION DE VEHICULO ROBADO
2017-02-06,0.5000000009313226,FUERA DE CDMX,POSESION DE VEHICULO ROBADO
2019-05-19,0.5000009536743164,LA MAGDALENA CONTRERAS,POSESION DE VEHICULO ROBADO
2019-12-19,0.5000002458691597,TLAHUAC,POSESION DE VEHICULO ROBADO
2019-09-21,0.5,MILPA ALTA,POSESION DE VEHICULO ROBADO
2019-09-26,0.5000000000291038,CUAJIMALPA DE MORELOS,POSESION DE VEHICULO ROBADO
2016-07-10,0.5,TLALPAN,HOMICIDIO CULPOSO FUERA DEL D.F (COLISION)
2017-12-25,0.5000000298023224,IZTAPALAPA,HOMICIDIO CULPOSO FUERA DEL D.F (COLISION)
2021-05-12,0.5,GUSTAVO A. MADERO,HOMICIDIO CULPOSO FUERA DEL D.F (COLISION)
2017-04-29,0.5,MIGUEL HIDALGO,HOMICIDIO CULPOSO FUERA DEL D.F (COLISION)
2018-12-23,0.5,CUAUHTEMOC,HOMICIDIO CULPOSO FUERA DEL D.F (COLISION)
2024-09-23,0.5,FUERA DE CDMX,HOMICIDIO CULPOSO FUERA DEL D.F (COLISION)
2024-09-25,0.5,TLALPAN,FEMINICIDIO
2023-12-27,0.500000119210199,IZTAPALAPA,FEMINICIDIO
2024-03-30,0.5,GUSTAVO A. MADERO,FEMINICIDIO
2024-05-03,0.5,BENITO JUAREZ,FEMINICIDIO
2024-02-21,0.5,COYOACAN,FEMINICIDIO
2024-02-28,0.5,MIGUEL HIDALGO,FEMINICIDIO
2022-06-12,0.5,AZCAPOTZALCO,FEMINICIDIO
2022-11-20,0.5,VENUSTIANO CARRANZA,FEMINICIDIO
2024-04-17,0.5,IZTACALCO,FEMINICIDIO
2023-11-27,0.5,ALVARO OBREGON,FEMINICIDIO
2024-08-12,0.5000000000291038,CUAUHTEMOC,FEMINICIDIO
2024-08-19,0.5,XOCHIMILCO,FEMINICIDIO
2024-05-08,0.5,FUERA DE CDMX,FEMINICIDIO
2022-06-14,0.5,LA MAGDALENA CONTRERAS,FEMINICIDIO
2024-01-14,0.5,TLAHUAC,FEMINICIDIO
2022-11-18,0.500000000007276,MILPA ALTA,FEMINICIDIO
2023-08-04,0.5,CUAJIMALPA DE MORELOS,FEMINICIDIO
2017-11-10,0.501953125,IZTAPALAPA,HOMICIDIO CULPOSO POR INSTRUMENTO PUNZO CORTANTE
2016-10-06,0.5,GUSTAVO A. MADERO,HOMICIDIO CULPOSO POR INSTRUMENTO PUNZO CORTANTE
2016-07-03,0.5,MIGUEL HIDALGO,HOMICIDIO CULPOSO POR INSTRUMENTO PUNZO CORTANTE
2024-09-24,0.5000038146972656,TLALPAN,MALTRATO ANIMAL
2024-09-20,0.5061111748218536,IZTAPALAPA,MALTRATO ANIMAL
2024-09-10,0.5039408509628746,GUSTAVO A. MADERO,MALTRATO ANIMAL
2024-09-10,0.5000000000036522,BENITO JUAREZ,MALTRATO ANIMAL
2024-09-18,0.5000629426212981,COYOACAN,MALTRATO ANIMAL
2024-07-13,0.5664062500036382,MIGUEL HIDALGO,MALTRATO ANIMAL
2024-08-03,0.5627442301483825,AZCAPOTZALCO,MALTRATO ANIMAL
2024-09-07,0.5009919553995141,VENUSTIANO CARRANZA,MALTRATO ANIMAL
2024-09-03,0.500030523166572,IZTACALCO,MALTRATO ANIMAL
2024-09-18,0.5000000461009435,ALVARO OBREGON,MALTRATO ANIMAL
2024-09-24,0.5002460816177745,CUAUHTEMOC,MALTRATO ANIMAL
2024-09-19,1.0009765774013033,XOCHIMILCO,MALTRATO ANIMAL
2022-05-21,0.5,FUERA DE CDMX,MALTRATO ANIMAL
2024-09-15,0.50001907350088,LA MAGDALENA CONTRERAS,MALTRATO ANIMAL
2024-06-28,0.5000000009314363,TLAHUAC,MALTRATO ANIMAL
2024-09-24,0.5002441416145302,MILPA ALTA,MALTRATO ANIMAL
2024-09-12,0.5625,CUAJIMALPA DE MORELOS,MALTRATO ANIMAL
2024-09-10,0.5039062500000071,CDMX (INDETERMINADA),MALTRATO ANIMAL
2022-11-29,0.5,TLALPAN,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2023-05-28,0.5,IZTAPALAPA,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2024-06-23,0.5,GUSTAVO A. MADERO,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2023-03-30,0.5,BENITO JUAREZ,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2023-12-16,0.5,COYOACAN,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2022-11-12,0.5,MIGUEL HIDALGO,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2023-03-05,0.5,AZCAPOTZALCO,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2022-10-04,0.5,VENUSTIANO CARRANZA,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2022-04-03,0.5,IZTACALCO,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2021-09-26,0.75,ALVARO OBREGON,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2022-03-11,0.5,CUAUHTEMOC,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2023-02-04,0.5,XOCHIMILCO,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2023-04-11,0.5,LA MAGDALENA CONTRERAS,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2024-04-23,0.5,TLAHUAC,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2023-11-02,0.5,MILPA ALTA,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2024-06-05,0.5,CUAJIMALPA DE MORELOS,ROBO DE VEHICULO DE SERVICIO OFICIAL SIN VIOLENCIA
2018-06-13,0.5,BENITO JUAREZ,OPOSICION A LA OBRA PUBLICA
2017-11-23,0.5,TLAHUAC,OPOSICION A LA OBRA PUBLICA
2016-08-24,0.5000000000000071,CUAJIMALPA DE MORELOS,OPOSICION A LA OBRA PUBLICA
2023-07-10,0.5,TLALPAN,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2021-10-18,0.5,IZTAPALAPA,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2023-02-27,0.5,GUSTAVO A. MADERO,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2022-10-11,0.5000000000000009,BENITO JUAREZ,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2021-12-19,0.5,COYOACAN,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2023-10-14,0.5,MIGUEL HIDALGO,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2022-04-09,0.5,AZCAPOTZALCO,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2022-07-10,0.5000004768371582,VENUSTIANO CARRANZA,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2021-04-01,1.0,IZTACALCO,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2023-01-06,0.5,ALVARO OBREGON,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2024-07-21,0.5000000004656613,CUAUHTEMOC,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2021-08-01,0.5,XOCHIMILCO,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2021-12-26,0.5,FUERA DE CDMX,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2021-07-14,0.5,LA MAGDALENA CONTRERAS,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2017-04-22,0.53125,TLAHUAC,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2017-02-19,0.5,MILPA ALTA,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2024-05-26,0.5,CUAJIMALPA DE MORELOS,HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2024-01-28,0.500244140625,CDMX (INDETERMINADA),HOMICIDIO CULPOSO POR TRANSITO VEHICULAR
2021-09-14,0.5,TLALPAN,ROBO DE MAQUINARIA SIN VIOLENCIA
2021-03-17,0.5000000000000004,IZTAPALAPA,ROBO DE MAQUINARIA SIN VIOLENCIA
2023-12-25,0.5,BENITO JUAREZ,ROBO DE MAQUINARIA SIN VIOLENCIA
2023-08-24,0.5,COYOACAN,ROBO DE MAQUINARIA SIN VIOLENCIA
2021-03-29,0.5,MIGUEL HIDALGO,ROBO DE MAQUINARIA SIN VIOLENCIA
2023-08-26,0.5,AZCAPOTZALCO,ROBO DE MAQUINARIA SIN VIOLENCIA
2020-12-27,0.5,IZTACALCO,ROBO DE MAQUINARIA SIN VIOLENCIA
2023-05-22,0.5,ALVARO OBREGON,ROBO DE MAQUINARIA SIN VIOLENCIA
2020-08-25,0.5,CUAUHTEMOC,ROBO DE MAQUINARIA SIN VIOLENCIA
2020-03-11,0.5,XOCHIMILCO,ROBO DE MAQUINARIA SIN VIOLENCIA
2023-04-23,0.5,TLAHUAC,ROBO DE MAQUINARIA SIN VIOLENCIA
2024-09-20,0.5000002402812243,TLALPAN,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2024-09-15,0.5039063097211738,IZTAPALAPA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2024-09-18,0.500244140625,GUSTAVO A. MADERO,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2024-06-29,0.5000000009313226,BENITO JUAREZ,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2024-09-14,0.5625,COYOACAN,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2024-09-13,0.5000009536906873,MIGUEL HIDALGO,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2023-07-01,0.5000000000004547,AZCAPOTZALCO,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2024-07-04,0.5,VENUSTIANO CARRANZA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2024-09-27,0.5000000000145519,IZTACALCO,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2024-09-27,0.5000000149011612,ALVARO OBREGON,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2024-10-01,0.500000000349246,CUAUHTEMOC,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2024-08-28,0.5,XOCHIMILCO,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2023-12-14,0.5,FUERA DE CDMX,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2024-05-19,0.5009765625,LA MAGDALENA CONTRERAS,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2024-08-29,0.5000002384185791,TLAHUAC,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2022-08-27,0.5,MILPA ALTA,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2023-05-05,0.5,CUAJIMALPA DE MORELOS,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2024-08-28,0.8130193948745732,CDMX (INDETERMINADA),ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA
2023-01-24,0.5,TLALPAN,REVELACION DE SECRETOS
2024-03-27,0.5,IZTAPALAPA,REVELACION DE SECRETOS
2024-09-28,0.5,GUSTAVO A. MADERO,REVELACION DE SECRETOS
2024-08-28,0.5000042916508391,BENITO JUAREZ,REVELACION DE SECRETOS
2024-08-20,0.5,COYOACAN,REVELACION DE SECRETOS
2024-06-22,0.7500004917383203,MIGUEL HIDALGO,REVELACION DE SECRETOS
2024-06-07,0.5,AZCAPOTZALCO,REVELACION DE SECRETOS
2024-06-13,0.5,VENUSTIANO CARRANZA,REVELACION DE SECRETOS
2024-07-12,0.5,IZTACALCO,REVELACION DE SECRETOS
2024-08-16,0.625,ALVARO OBREGON,REVELACION DE SECRETOS
2024-08-18,0.5000000000000002,CUAUHTEMOC,REVELACION DE SECRETOS
2021-10-09,0.5,XOCHIMILCO,REVELACION DE SECRETOS
2023-05-25,0.5,FUERA DE CDMX,REVELACION DE SECRETOS
2023-12-06,0.5,LA MAGDALENA CONTRERAS,REVELACION DE SECRETOS
2023-06-16,0.5004882814828306,TLAHUAC,REVELACION DE SECRETOS
2024-03-09,0.5,CUAJIMALPA DE MORELOS,REVELACION DE SECRETOS
2024-07-16,0.5,CDMX (INDETERMINADA),REVELACION DE SECRETOS
2018-09-20,0.5,TLALPAN,ROBO A SUCURSAL BANCARIA (ASALTO BANCARIO) CON VIOLENCIA
2018-12-20,0.5,IZTAPALAPA,ROBO A SUCURSAL BANCARIA (ASALTO BANCARIO) CON VIOLENCIA
2017-09-19,0.5,GUSTAVO A. MADERO,ROBO A SUCURSAL BANCARIA (ASALTO BANCARIO) CON VIOLENCIA
2018-05-15,0.5,BENITO JUAREZ,ROBO A SUCURSAL BANCARIA (ASALTO BANCARIO) CON VIOLENCIA
2018-01-16,0.5,MIGUEL HIDALGO,ROBO A SUCURSAL BANCARIA (ASALTO BANCARIO) CON VIOLENCIA
2018-10-11,0.5,ALVARO OBREGON,ROBO A SUCURSAL BANCARIA (ASALTO BANCARIO) CON VIOLENCIA
2017-12-04,0.5,CUAUHTEMOC,ROBO A SUCURSAL BANCARIA (ASALTO BANCARIO) CON VIOLENCIA
2017-01-31,0.5,XOCHIMILCO,ROBO A SUCURSAL BANCARIA (ASALTO BANCARIO) CON VIOLENCIA
2018-03-16,0.5,IZTAPALAPA,INHUMACIONES Y/O EXHUMACIONES
2018-06-22,0.5,MIGUEL HIDALGO,INHUMACIONES Y/O EXHUMACIONES
2016-10-16,0.5,IZTACALCO,INHUMACIONES Y/O EXHUMACIONES
2017-11-03,1.0,ALVARO OBREGON,INHUMACIONES Y/O EXHUMACIONES
2018-01-30,0.5,XOCHIMILCO,INHUMACIONES Y/O EXHUMACIONES
2024-03-29,0.5,TLALPAN,ROBO A PASAJERO A BORDO DE METROBUS CON VIOLENCIA
2024-05-26,0.5,IZTAPALAPA,ROBO A PASAJERO A BORDO DE METROBUS CON VIOLENCIA
2023-11-01,0.5,GUSTAVO A. MADERO,ROBO A PASAJERO A BORDO DE METROBUS CON VIOLENCIA
2024-08-11,0.5,BENITO JUAREZ,ROBO A PASAJERO A BORDO DE METROBUS CON VIOLENCIA
2023-10-15,0.5,COYOACAN,ROBO A PASAJERO A BORDO DE METROBUS CON VIOLENCIA
2017-10-08,0.5,MIGUEL HIDALGO,ROBO A PASAJERO A BORDO DE METROBUS CON VIOLENCIA
2019-11-20,0.5000000000145519,AZCAPOTZALCO,ROBO A PASAJERO A BORDO DE METROBUS CON VIOLENCIA
2024-08-07,0.5000000009317773,VENUSTIANO CARRANZA,ROBO A PASAJERO A BORDO DE METROBUS CON VIOLENCIA
2022-05-07,0.5,IZTACALCO,ROBO A PASAJERO A BORDO DE METROBUS CON VIOLENCIA
2019-06-19,0.5000000037252903,ALVARO OBREGON,ROBO A PASAJERO A BORDO DE METROBUS CON VIOLENCIA
2024-03-16,0.5000038146972656,CUAUHTEMOC,ROBO A PASAJERO A BORDO DE METROBUS CON VIOLENCIA
2024-09-29,0.5,TLALPAN,ROBO DE VEHICULO DE SERVICIO DE TRANSPORTE CON VIOLENCIA
2024-08-31,0.5,IZTAPALAPA,ROBO DE VEHICULO DE SERVICIO DE TRANSPORTE CON VIOLENCIA
2024-04-02,0.5,GUSTAVO A. MADERO,ROBO DE VEHICULO DE SERVICIO DE TRANSPORTE CON VIOLENCIA
2018-11-30,0.5000000037289283,BENITO JUAREZ,ROBO DE VEHICULO DE SERVICIO DE TRANSPORTE CON VIOLENCIA
2018-06-01,0.5,COYOACAN,ROBO DE VEHICULO DE SERVICIO DE TRANSPORTE CON VIOLENCIA
2020-01-10,0.5,MIGUEL HIDALGO,ROBO DE VEHICULO DE SERVICIO DE TRANSPORTE CON VIOLENCIA
2023-05-26,0.5,AZCAPOTZALCO,ROBO DE VEHICULO DE SERVICIO DE TRANSPORTE CON VIOLENCIA
2019-12-31,0.5,VENUSTIANO CARRANZA,ROBO DE VEHICULO DE SERVICIO DE TRANSPORTE CON VIOLENCIA
